id,system,user,intent
388,The Cubs Vs Mariners are playing at Wrigley Field.,That will work.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': 'Cubs Vs Mariners'}"
389,There's a Blue Jays Vs Braves game at Rogers Centre as well.,I'd rather see a Soccer game actually. Are there any events like that?,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'category': 'Soccer'}"
390,Would you like to fly with American Airlines? There is a flight that departs today at 12:30 pm and has a return departure on the 11th at 5:25 am. The cost is $135 per ticket.,Is this a red eye flight? When does it arrive at my destination?,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: is_redeye, outbound_arrival_time
Slot values: {}"
391,Would you like me to buy the tickets of the event for you?,"No, not now. Can you check my bank balance?","Service name: Banks_1
Active intent: CheckBalance
Requested slots: 
Slot values: {}"
392,Is there anything else I can do for you?,Please check my calendar to see when I'm free.,"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {}"
393,Do you like Aloft Portland Airport At Cascade Station with 4.3 rating?,Any other choice is there?,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {}"
394,What time would you like to schedule the appointment for?,for quarter past 2 in the afternoon.,"Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': 'quarter past 2 in the afternoon'}"
395,Do you want to go check it out?,Not right now.,"Service name: Homes_1
Active intent: 
Requested slots: 
Slot values: {}"
396,It costs $41 in total.,Sounds good to me.,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'type': 'Standard', 'pickup_location': '[CLS]'}"
397,"It is at 60 Furman Street, Brooklyn and yes pets ok.",That is what I want.,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': '[CLS]'}"
398,What kind of movie would you like?,I love adventure movies.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'genre': 'adventure'}"
399,There's Access Dental - Santa Rosa in Santa Rosa.,How about we look for something in San jose.,"Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {'city': 'San jose'}"
400,Your reservation has been made!,"Thank you, that is all the help I need.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}"
401,It seems that nothing is scheduled from 9 am all the way until 11 pm on March 8th.,"Great, its wide open. Go ahead and get tickets to the game you found okay?","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}"
402,Otoko Sushi is a nice restaurant in Redwood City.,Is alcohol served? Is live music available?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: has_live_music, serves_alcohol
Slot values: {}"
403,,Please search the flights for me with return date of 7th of this month.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'return_date': '7th of this month'}"
404,Would you like me to transfer any funds?,No I don't need to make any transfers right now.,"Service name: Banks_1
Active intent: 
Requested slots: 
Slot values: {}"
405,$14 for each person.,Okay. Sounds good. I want to get back to Chef Chao. Can you book me a table for one there?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '1', 'price_range': 'moderate', 'city': '[CLS]', 'cuisine': '[CLS]', 'date': '[CLS]', 'restaurant_name': '[CLS]'}"
406,"Sorry, I couldn't reserve the tickets for you. Can I help you with anything else?","No, thanks for your help.","Service name: Events_1
Active intent: 
Requested slots: 
Slot values: {}"
407,For how many days? When do you plan to check in?,I plan to check in next Wednesday and stay for four days.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'next Wednesday', 'number_of_days': 'four'}"
408,"No, it is not free. No, it is not so great for kids.",Great. I would like to find a house to stay in there.,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {'where_to': '[CLS]'}"
409,There is one nice restaurant called Pacific Catch which located in Corte Madera.,This is okay for me.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': 'Pacific Catch'}"
410,Your cab is on its way to you.,Thanks a lot.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}"
411,CoudlI help with something else?,No. That is it. Thanks.,"Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}"
412,How about a bus leaving at 6:40 am and it is a Economy class ticket and the ticket price is $30.,"Okay, it seems good to me, I need to find a hotel room there.","Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'destination': '[CLS]'}"
413,When do you need it?,March 7th at half past 4 in the evening.,"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_date': 'March 7th', 'pickup_time': 'half past 4 in the evening'}"
414,When are you planning to check in?,6th of this month would e my check in,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '6th of this month'}"
415,Alcatraz is a cool Historical Landmark.,That works for me.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}"
416,There is 1 movie named The Last Dragon.,The Last Dragon sounds perfect. Does it have subtitles?,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True', 'title': 'The Last Dragon'}"
417,They don't offer liquor but the address is 500 Hartz Avenue.,That'll have to do then.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}"
418,OK. wWat's up?,Nothing. Just chill. I'm set for now.,"Service name: Hotels_2
Active intent: 
Requested slots: 
Slot values: {}"
419,"Okay, please confirm this change: you are seeking 1 seat on a luxury ride.","Yes, that's correct.","Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}"
420,"No worries, could I further assist you?",Can you help me play some music now?,"Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {}"
421,,I'd like to see attractions to check out in Ciudad de Mexico.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'location': 'Ciudad de Mexico'}"
422,"Oh, Ok. Well is there anything else I could help with?",Nope. That's it.,"Service name: Events_1
Active intent: 
Requested slots: 
Slot values: {}"
423,Shall I do the appointment?,Yes. Book an appointment. I wish to have the appointment at 17:00 on 12th of March.,"Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': '12th of March', 'appointment_time': '17 : 00'}"
424,I found Giants Vs Brewers at Oracle Park. Is there anything else you would like?,"That's all I need, thanks.","Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': 'Giants Vs Brewers'}"
425,Can I book a table?,No not now. Look for a movie around there.,"Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}"
426,There is one that has a 3.7 rating called Atrium Inn Vancouver.,"That is exactly what I want, could you book it for me please?","Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Atrium Inn Vancouver'}"
427,Should I procure tickets to that game?,"No, I need to find a house not buy tickets. I want one rated at least 3.9 for 2 people, oh, I need one with a laundry.","Service name: Events_2
Active intent: 
Requested slots: 
Slot values: {}"
428,I booked your seats. Enjoy the show!,Can you also look for a place to eat around there? Maybe a pizza place which is not very costly?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'price_range': 'moderate', 'city': '[CLS]', 'cuisine': 'pizza'}"
429,"Found one that is Bei Hotel San Francisco with rating 2.6, How about that?",This is the one I want and please book 2 tickets to the event that you have selected for me.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2', 'city': '[CLS]', 'date': '[CLS]', 'event_name': '[CLS]'}"
430,the ride is $21.91,I want songs by Halsey and there are many great Badlands songs,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'album': 'Badlands', 'artist': 'Halsey'}"
431,,I need a Santa Rosa doctor please.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'city': 'Santa Rosa'}"
432,Your reservation has been confirmed.,May I know the bus station I am departing from and arriving at?,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: from_station, to_station
Slot values: {}"
433,I have found 1 such event. Three is a guided by voices concert at the teragram ballroom.,What types of attractions are there?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'location': '[CLS]'}"
434,Your cab is confirmed and is coming for you right now. The ride duration is 32 minutes and costs $22.81.,Find me a few songs.,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {}"
435,Okay great. When are you planning to leave?,This is kind of last minute so i am planning to leave tomorrow.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'tomorrow'}"
436,"There are 4 possible places you could visit. There is a museum you might like, the Contemporary Jewish Museum.",That sounds good. I also want to know what movies are playing at Roxie Theater.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'location': '[CLS]', 'theater_name': 'Roxie Theater'}"
437,Do you know the specific events?,No but I heard that The Hives is pretty good.,"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'event_name': 'The Hives'}"
438,They do not have either.,Thanks! Please find me a drama movie directed by Matteo Garrone.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'directed_by': 'Matteo Garrone', 'genre': 'drama'}"
439,When?,Quarter past 12 in the afternoon.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': 'Quarter past 12 in the afternoon'}"
440,The event is held at Avaya Stadium and it starts at 5:30 pm.,Thanks a lot. Can you find me a restaurant in the area?,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}"
441,Which city are you searching for?,I want to search in fairfield.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'fairfield'}"
442,Started the song,Thank you very much,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {}"
