output,input,instruction
"Service name: Services_1
Active intent: FindProvider
Requested slots: 
Slot values: {'is_unisex': 'True', 'city': 'SF'}","system: In what city?
user: A unisex salon in SF would be perfect.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Weather_1
Active intent: GetWeather
Requested slots: 
Slot values: {'city': '[CLS]', 'date': 'March 13th'}","system: I can also suggest Darith Khay Inc. He is a General Practitioner in San Jose.
user: Okay. Can you tell me the weather conditions there on the March 13th?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: has_live_music, phone_number
Slot values: {}","system: Bamboo Restaurant is good in San Francisco.
user: Do they have live entertainment and could you get me their number?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_date': 'Next monday'}","system: Thanks. When are you planning to travel.
user: I am planning to leave Next monday.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'city_of_event': 'San Francisco'}","system: Do you have any preference of city i should search in?
user: I like to search around San Francisco.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'group_size': '3', 'destination': 'Anaheim'}","system: Great! I found 7 buses you might like. I recommend the bus that leaves at 7:40 am. The price of an economy ticket is $65.
user: Actually, is there a bus headed to Anaheim instead? We think we want to go to some theme parks. There are three of us.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_1
Active intent: FindProvider
Requested slots: phone_number, street_address
Slot values: {}","system: Ok, I found 10 of them in San Jose. There is a nice one called Atelier Salon Willow Glen. Would that one interest you?
user: Can you tell me where it is and the contact number please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {}","system: Their phone number is +1 858-597-0500, and there is laundry service.
user: This house seems great.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: FindEvents
Requested slots: subcategory
Slot values: {}","system: On March 8th at 7:30 pm, the Whitecaps Vs Colorado Rapids will be held at BC Place.
user: Okay that's interesting. What else can you tell me about this event?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': '[CLS]'}","system: Your appointment is confirmed. The average rating for that salon is 4.0. Their street address is 208 Redwood Avenue.
user: Thank you very much. I also want to find a restaurant nearby.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'category': 'Sports', 'number_of_seats': '3', 'city_of_event': '[CLS]', 'date': '[CLS]', 'event_name': '[CLS]'}","system: The balance in savings is $8872.35
user: Good, get me 3 tickets for the game you found for me.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RideSharing_2
Active intent: GetRide
Requested slots: ride_fare, wait_time
Slot values: {}","system: Can you confirm the following details: You'd like a Luxury ride for 1 to 3425 South Bascom Avenue #235. Is this correct?
user: It is correct. What is the total for the cab going to be and how long until it gets here?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: 
Requested slots: 
Slot values: {}","system: Do you need further assistance?
user: I'm done for now.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: phone_number
Slot values: {}","system: I have 1 restaurant, Imperial Garden restaurant in san leandro
user: Whats their contact number?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {}","system: Please confirm these details: the flight is from Atlanta whichgoes to New York and the airline is Southwest airlines. The departure date is next Tuesday. The seating is economy class for 1
user: Yes that's great","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Banks_1
Active intent: 
Requested slots: 
Slot values: {}","system: Do you want to make a transfer?
user: No thanks.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_date': 'March 8th', 'pickup_time': '2 pm'}","system: So can you give me a time and date for when you'll pick it up?
user: I'll collect it at 2 pm on March 8th.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: has_live_music
Slot values: {}","system: At 4580 Dublin Boulevard.
user: Do bands play there?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {'dentist_name': '[CLS]'}","system: Their address is 2664 Berryessa Road # 206, but they don't have cosmetic services.
user: I'd like to go there.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","system: There are 5 possibilities. How about Aquarium of the Pacific. It's a Nature Preserve?
user: got it, thanks.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: total_price
Slot values: {}","system: There are 10 cars that you might prefer. There's a Standard Chevrolet Cruze that is available at 30th Street Station for pickup on March 3rd.
user: How much will that be?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","system: 
user: Can you help me find some good attractions?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
