id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
232,I've confirmed your reservation. It's located at 2367 Shattuck Avenue and starts at 8:30 pm.,"Great, can you also help me find some california cuisine nearby. Any price range is fine.","Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'price_range': 'dontcare', 'city': '[CLS]', 'cuisine': 'california'}",Welcome! How can I assist you today in finding a restaurant in California with a flexible price range?,Hi there! I'm looking for a place to eat in California. I'm open to trying new cuisines and exploring different dining experiences.,"[0.8, 0.7, 0.6, 0.7, 0.3]","[0.85, 0.6, 0.7, 0.8, 0.4]","[0.15269280970096588, 0.2150806337594986, 0.19890263676643372, 0.16274398565292358, 0.2705799341201782]","[0.15162397921085358, 0.2158600091934204, 0.20635846257209778, 0.16879472136497498, 0.2573627829551697]","[0.6473071902990342, 0.48491936624050136, 0.40109736323356626, 0.5372560143470764, 0.029420065879821766]","[0.6983760207891464, 0.38413999080657957, 0.4936415374279022, 0.6312052786350251, 0.14263721704483034]"
233,Their number is 206-443-3643.,"Okay, cool. I'd like to get a hotel there. I need two rooms at the Inn At The Market.","Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'hotel_name': 'Inn At The Market', 'location': '[CLS]'}",Welcome! How many rooms would you like to reserve at Inn At The Market?,"I would like to reserve 2 rooms at Inn At The Market, please.","[0.7, 0.8, 0.6, 0.75, 0.4]","[0.75, 0.85, 0.65, 0.8, 0.35]","[0.14192892611026764, 0.2253103405237198, 0.20478370785713196, 0.15521015226840973, 0.2727668583393097]","[0.1507287472486496, 0.2136530876159668, 0.20595158636569977, 0.16284294426441193, 0.26682358980178833]","[0.5580710738897323, 0.5746896594762803, 0.395216292142868, 0.5947898477315903, 0.12723314166069033]","[0.5992712527513504, 0.6363469123840332, 0.44404841363430025, 0.6371570557355881, 0.08317641019821165]"
234,You want a booking at Caffe Delle Stelle Restaurant in Walnut Creek for 2 people at 11 am on March 12th. Is that right?,That is right. What number can I call them at?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: phone_number
Slot values: {}",Good evening! How may I assist you today?,I would like to make a reservation at a restaurant. Can you help me with that?,"[0.8, 0.6, 0.7, 0.9, 0.4]","[0.7, 0.5, 0.6, 0.8, 0.3]","[0.14906840026378632, 0.2132018804550171, 0.2031729519367218, 0.15788927674293518, 0.27666744589805603]","[0.1533689647912979, 0.21758268773555756, 0.20240405201911926, 0.15978945791721344, 0.2668548822402954]","[0.6509315997362137, 0.3867981195449829, 0.49682704806327815, 0.7421107232570648, 0.12333255410194399]","[0.546631035208702, 0.28241731226444244, 0.3975959479808807, 0.6402105420827866, 0.03314511775970458]"
235,You want a Luxury cab for 1 person. Is that right?,That is right. Can you tell me the price?,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: ride_fare
Slot values: {}",Welcome to our ride-sharing service. How can I assist you today?,I'm looking for a ride to the airport. Can you help me find the fare?,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.7, 0.65, 0.75, 0.8, 0.55]","[0.15826831758022308, 0.2194349318742752, 0.20051096379756927, 0.15679068863391876, 0.26499512791633606]","[0.15536098182201385, 0.23517759144306183, 0.20424732565879822, 0.1545698493719101, 0.250644326210022]","[0.641731682419777, 0.48056506812572475, 0.3994890362024307, 0.5932093113660812, 0.18500487208366395]","[0.5446390181779861, 0.4148224085569382, 0.5457526743412018, 0.64543015062809, 0.29935567378997807]"
236,What kind of film?,I want to watch a comic movie directed by Jonathan Levine,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'directed_by': 'Jonathan Levine', 'genre': 'comic'}",Hello! I see you're interested in movies directed by Jonathan Levine in the comic genre. Are you looking for a specific recommendation?,"Yes, I love exploring new movies in different genres. I'm excited to discover more about Jonathan Levine's work in the comic genre.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.8, 0.5, 0.7, 0.8, 0.4]","[0.15258187055587769, 0.22198516130447388, 0.20593637228012085, 0.15580885112285614, 0.26368775963783264]","[0.1595940738916397, 0.2155216485261917, 0.2111702710390091, 0.15486550331115723, 0.25884851813316345]","[0.4474181294441223, 0.5780148386955262, 0.19406362771987917, 0.5441911488771438, 0.03631224036216735]","[0.6404059261083603, 0.2844783514738083, 0.48882972896099086, 0.6451344966888428, 0.14115148186683657]"
237,I found 10 hotels you may like. There's a 5 star one called Alila Bangsar.,I'll look into it later. That's all I need for now.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': 'Alila Bangsar'}",Welcome to our hotel booking service! How can I assist you today?,I'm looking to book a room at Alila Bangsar for my upcoming trip. Can you help me with the reservation?,"[0.8, 0.9, 0.6, 0.75, 0.4]","[0.7, 0.6, 0.65, 0.85, 0.5]","[0.1526629626750946, 0.22044698894023895, 0.20413336157798767, 0.16126705706119537, 0.2614896297454834]","[0.15297746658325195, 0.2185564786195755, 0.20088718831539154, 0.15984214842319489, 0.2677367329597473]","[0.6473370373249054, 0.6795530110597611, 0.3958666384220123, 0.5887329429388046, 0.13851037025451662]","[0.547022533416748, 0.3814435213804245, 0.4491128116846085, 0.6901578515768051, 0.23226326704025269]"
238,"Okay! Sure, I can help you on this. At what time you wish to make the reservation?",Please can you reserve for four people at five in the evening.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '4', 'time': 'five in the evening'}",Hello! How can I assist you today?,I'd like to make a reservation for four people at five in the evening.,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.65, 0.75, 0.7, 0.8, 0.55]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.15631325542926788, 0.2150479406118393, 0.20935802161693573, 0.15405888855457306, 0.26522186398506165]","[0.6494384288787842, 0.48442411124706264, 0.40105161666870115, 0.5881385803222656, 0.22694724798202515]","[0.49368674457073214, 0.5349520593881607, 0.4906419783830642, 0.645941111445427, 0.2847781360149384]"
239,I booked your ride. The total is $45.03 and it arrives in 14 minutes.,"Thanks, that's all.","Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}",Hello! How can I assist you today with your ride?,I'm looking for a ride to the airport. Can you help me with that?,"[0.7, 0.6, 0.5, 0.75, 0.4]","[0.6, 0.7, 0.65, 0.8, 0.45]","[0.15205441415309906, 0.2275920957326889, 0.20350319147109985, 0.15648312866687775, 0.260367214679718]","[0.15568064153194427, 0.22590391337871552, 0.20401552319526672, 0.16168802976608276, 0.25271186232566833]","[0.5479455858469009, 0.3724079042673111, 0.29649680852890015, 0.5935168713331223, 0.139632785320282]","[0.4443193584680557, 0.47409608662128444, 0.4459844768047333, 0.6383119702339173, 0.19728813767433168]"
240,Your reservation was successful.,Thanks! I'd also like to search for a hotel in the area.,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'location': '[CLS]'}",Welcome to our hotel booking service! How can I assist you today?,I'm looking for a hotel in [CLS] for my upcoming vacation.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.65, 0.5, 0.7, 0.8, 0.45]","[0.1526629626750946, 0.22044698894023895, 0.20413336157798767, 0.16126705706119537, 0.2614896297454834]","[0.15618616342544556, 0.22064149379730225, 0.2073190063238144, 0.16078099608421326, 0.2550722658634186]","[0.6473370373249054, 0.479553011059761, 0.3958666384220123, 0.5887329429388046, 0.13851037025451662]","[0.49381383657455447, 0.27935850620269775, 0.49268099367618556, 0.6392190039157868, 0.19492773413658143]"
241,There are 6 buses. A bus leaves at 8 am. The Flexible ticket costs $45,"I want to leave from Washington, I need 4 seats","Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'group_size': '4', 'origin': 'Washington'}",Hello! How may I assist you with finding a bus for your group of 4 from Washington?,Hi there! We are a group of 4 looking for a bus to take us from Washington.,"[0.8, 0.7, 0.65, 0.75, 0.6]","[0.75, 0.8, 0.7, 0.8, 0.7]","[0.1479458063840866, 0.2151811569929123, 0.1989104151725769, 0.1563725620508194, 0.281590074300766]","[0.14545412361621857, 0.2126208245754242, 0.20423434674739838, 0.16043297946453094, 0.2772577106952667]","[0.6520541936159134, 0.48481884300708766, 0.4510895848274231, 0.5936274379491806, 0.318409925699234]","[0.6045458763837814, 0.5873791754245759, 0.4957656532526016, 0.6395670205354691, 0.42274228930473323]"
242,Do you want to go ahead and purchase tickets?,"Yeah, but not right now. What are some attractions around there?","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'location': '[CLS]'}",Welcome! How can I assist you with finding attractions in the area?,I'm looking for some interesting places to visit in this location.,"[0.8, 0.6, 0.6, 0.8, 0.4]","[0.7, 0.4, 0.6, 0.7, 0.5]","[0.1504000872373581, 0.22870615124702454, 0.20213733613491058, 0.15604658424854279, 0.2627098560333252]","[0.14896655082702637, 0.2269527018070221, 0.21269744634628296, 0.15995723009109497, 0.25142601132392883]","[0.649599912762642, 0.37129384875297544, 0.3978626638650894, 0.6439534157514573, 0.13729014396667483]","[0.5510334491729736, 0.17304729819297793, 0.387302553653717, 0.540042769908905, 0.24857398867607117]"
243,"There are 3 cars which you might like. One of the cars is a Cruze one, which can be picked up at SFO International Airport on March 10th, and it is a Standard car.","Can you recommend some other car? I am interested in renting a small car, and I will pick it up from Philly.","Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'type': 'Compact', 'pickup_city': 'Philly'}",Welcome to our car rental service! How can I assist you today?,I'm looking to rent a Compact car in Philly. Can you provide me with the available options?,"[0.6, 0.7, 0.5, 0.6, 0.4]","[0.7, 0.6, 0.6, 0.8, 0.3]","[0.1501622349023819, 0.22088505327701569, 0.20659475028514862, 0.1555948555469513, 0.2667631506919861]","[0.15117044746875763, 0.21463540196418762, 0.20472553372383118, 0.17271435260772705, 0.25675421953201294]","[0.4498377650976181, 0.47911494672298427, 0.2934052497148514, 0.4444051444530487, 0.13323684930801394]","[0.5488295525312423, 0.38536459803581236, 0.3952744662761688, 0.627285647392273, 0.04324578046798705]"
244,,Will you find movies in San Ramon at THE LOT City Center?,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'location': 'San Ramon', 'theater_name': 'THE LOT City Center'}",Welcome to the movie service! How can I assist you today?,I'm looking for movie showtimes in San Ramon at THE LOT City Center.,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.6, 0.7, 0.8, 0.5]","[0.1524055451154709, 0.2236570417881012, 0.20219948887825012, 0.15700484812259674, 0.2647330164909363]","[0.1626053899526596, 0.21651609241962433, 0.2189142405986786, 0.1555357128381729, 0.24642851948738098]","[0.6475944548845292, 0.47634295821189876, 0.39780051112174986, 0.6429951518774033, 0.13526698350906374]","[0.5373946100473403, 0.38348390758037565, 0.48108575940132137, 0.6444642871618271, 0.253571480512619]"
245,Absolutely. How many days is the reservation for?,I would like to reserve a room for 1 day.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_days': '1'}",Welcome! How can I assist you with your hotel reservation today?,"Hello! I would like to book a room for one night, please.","[0.8, 0.6, 0.7, 0.9, 0.4]","[0.7, 0.6, 0.8, 0.9, 0.5]","[0.15372997522354126, 0.22887547314167023, 0.19863653182983398, 0.15513797104358673, 0.26362013816833496]","[0.1505635678768158, 0.2225283682346344, 0.20848050713539124, 0.1539306491613388, 0.2644968628883362]","[0.6462700247764588, 0.37112452685832975, 0.501363468170166, 0.7448620289564133, 0.13637986183166506]","[0.5494364321231842, 0.3774716317653656, 0.5915194928646088, 0.7460693508386612, 0.23550313711166382]"
246,Where are you planning on leaving from?,Leaving from Los ANgeles.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'origin': 'Los ANgeles'}",Hello! How can I assist you today?,I'm looking for bus routes from Los Angeles.,"[0.8, 0.7, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.5, 0.6, 0.3]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.15660637617111206, 0.2057938128709793, 0.21173396706581116, 0.16123121976852417, 0.2646346688270569]","[0.6494384288787842, 0.48442411124706264, 0.40105161666870115, 0.5381385803222656, 0.12694724798202517]","[0.5433936238288879, 0.39420618712902067, 0.28826603293418884, 0.4387687802314758, 0.035365331172943104]"
247,Anything else I can help with?,No. Thanks for helping.,"Service name: Hotels_2
Active intent: 
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I'm looking to book a hotel for my upcoming vacation. Can you help me with that?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.3, 0.4, 0.6, 0.2]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.15043500065803528, 0.22445181012153625, 0.20054014027118683, 0.16599531471729279, 0.25857773423194885]","[-0.15056157112121582, -0.21557588875293732, -0.19894838333129883, -0.16186141967773438, -0.27305275201797485]","[0.3495649993419647, 0.07554818987846373, 0.1994598597288132, 0.4340046852827072, -0.05857773423194884]"
248,Your ticket has been confirmed.,Thank you for helping. I would like to find a hotel there.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",Welcome! How can I assist you today with purchasing a bus ticket?,I'm looking to buy a bus ticket for a trip next week. Can you help me with that?,"[0.7, 0.8, 0.6, 0.75, 0.5]","[0.65, 0.75, 0.6, 0.7, 0.55]","[0.1518043726682663, 0.21809516847133636, 0.20031797885894775, 0.16048698127269745, 0.26929545402526855]","[0.14861297607421875, 0.2179180085659027, 0.20590567588806152, 0.16766813397407532, 0.2598952651023865]","[0.5481956273317337, 0.5819048315286637, 0.3996820211410522, 0.5895130187273026, 0.23070454597473145]","[0.5013870239257813, 0.5320819914340973, 0.39409432411193845, 0.5323318660259246, 0.29010473489761357]"
249,Do you have a time preference?,I prefer quarter to 1 in the afternoon.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': 'quarter to 1 in the afternoon'}",Welcome to our restaurant reservation service. How may I assist you today?,I'd like to make a reservation for two at quarter to 1 in the afternoon.,"[0.8, 0.7, 0.6, 0.65, 0.45]","[0.75, 0.8, 0.5, 0.7, 0.6]","[0.1531730741262436, 0.21615633368492126, 0.20510010421276093, 0.14803697168827057, 0.27753347158432007]","[0.15898019075393677, 0.21931645274162292, 0.20882810652256012, 0.15235042572021484, 0.26052483916282654]","[0.6468269258737565, 0.4838436663150787, 0.39489989578723905, 0.5019630283117295, 0.17246652841567994]","[0.5910198092460632, 0.5806835472583771, 0.2911718934774399, 0.5476495742797851, 0.33947516083717344]"
250,"Kindly Ensure that, 4 tickets have been booked for the event at New York.",Yes. It is good for me. What is the starting time of the event and where is the location of the venue?,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: time, venue_address
Slot values: {}",Welcome! How can I assist you today with purchasing event tickets?,I'm interested in buying tickets for an event. Can you provide me with information about the time and venue address?,"[0.7, 0.6, 0.6, 0.7, 0.4]","[0.6, 0.5, 0.5, 0.7, 0.5]","[0.14816218614578247, 0.22226673364639282, 0.19499632716178894, 0.16025026142597198, 0.2743244767189026]","[0.1468099057674408, 0.22213324904441833, 0.20175088942050934, 0.16805200278759003, 0.2612539529800415]","[0.5518378138542175, 0.37773326635360716, 0.40500367283821104, 0.539749738574028, 0.12567552328109743]","[0.4531900942325592, 0.27786675095558167, 0.29824911057949066, 0.5319479972124099, 0.2387460470199585]"
