id,system,user,intent,new_system,new_user,system_bf,user_bf
268,I found a bus that leaves at 7:30 am. It costs $67 for an economy ticket. Is that okay?,Can you find a bus that leaves on the 1st of this month instead? I'm fine with any type of ticket.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'fare_type': 'dontcare', 'departure_date': '1st of this month'}",Welcome! How can I assist you with finding a bus for your journey?,I'm looking to travel by bus. Can you help me find the best option?,"[0.7, 0.8, 0.6, 0.75, 0.5]","[0.6, 0.7, 0.65, 0.8, 0.4]"
269,What about Bay Area Retina Associates in Oakland for an ophthalmologist?,"Yes, that will work.","Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Bay Area Retina Associates'}",Welcome to our provider search service. How can I assist you today?,"I'm looking for a specific doctor, Bay Area Retina Associates.","[0.8, 0.7, 0.6, 0.8, 0.4]","[0.6, 0.5, 0.7, 0.6, 0.5]"
270,"If you like Southwest Airlines, there is a flight leaving 2:35 pm and returning at 12:05 pm for $265.",Can you tell me the airport of origin and the destination?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: destination_airport, origin_airport
Slot values: {}",Hello! How can I assist you today with your flight booking?,I'm looking to book a roundtrip flight. I need to fly from New York to Los Angeles.,"[0.5, 0.7, 0.6, 0.65, 0.4]","[0.6, 0.75, 0.55, 0.7, 0.45]"
271,"No, they are moderate priced.","I see, could you help me play Sex Metal Barbie in the album In This Moment on the speaker in the kitchen please?","Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {'playback_device': 'Kitchen speaker', 'artist': 'In This Moment', 'song_name': 'Sex Metal Barbie'}",Hello! I see you want to listen to 'Sex Metal Barbie' by In This Moment on your Kitchen speaker. Let me queue that up for you.,Thank you so much for helping me play my favorite song! I really appreciate it.,"[0.7, 0.8, 0.6, 0.65, 0.4]","[0.75, 0.7, 0.6, 0.8, 0.3]"
272,"Just to confirm, you want me to play Written In Sand out of the bedroom speaker. Is this correct?",Yeah. Sounds good to me.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {}",Welcome! How can I assist you with music today?,I'm looking for a relaxing playlist to unwind after a long day.,"[0.8, 0.7, 0.6, 0.65, 0.4]","[0.7, 0.6, 0.45, 0.75, 0.3]"
273,Where is your destination?,I want to go to Chicago with three people.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'passengers': '3', 'destination_city': 'Chicago'}",Welcome! How can I assist you with your flight search today?,Hi there! I'm looking to book a roundtrip flight for 3 passengers to Chicago.,"[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.65, 0.7, 0.8, 0.5]"
274,"How about a Delta Airlines flight leaving at 9:15 am, with 1 stop. It costs $344.",Are there any other flights?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",Welcome to our flight booking service. How can I assist you today?,I'm looking to book a one-way flight to New York for next week.,"[0.5, 0.8, 0.6, 0.7, 0.3]","[0.7, 0.4, 0.8, 0.6, 0.5]"
275,"There is a nice house located at 1 Washington Circle Northwest, Washington, District of Columbia 20037, United States. It has a rating of 4.3.",That house is a great choice.,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {}",Welcome! How can I assist you in finding the perfect house for your stay?,"Hello, I'm looking for a cozy house with a homely feel, somewhere peaceful and serene.","[0.8, 0.6, 0.6, 0.75, 0.4]","[0.8, 0.4, 0.4, 0.85, 0.3]"
276,"What do you consider to be fun? Music, sports or maybe something else?",I am interested in attending a concert.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}",Hello! How can I assist you today in finding music events?,Hi there! I'm really excited to explore some new music events in the area. Can you help me find some cool concerts?,"[0.6, 0.8, 0.7, 0.65, 0.5]","[0.75, 0.6, 0.8, 0.7, 0.4]"
277,Is there anything else?,"No, you have been very kind.","Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our restaurant! How can I assist you today?,"I'm looking for a cozy corner to enjoy my meal alone, please.","[0.8, 0.7, 0.6, 0.9, 0.4]","[0.7, 0.4, 0.3, 0.8, 0.6]"
278,What is the time that works for you?,Is there an appointment available at 11 am?,"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '11 am'}",Welcome! How can I assist you today?,I would like to book an appointment at 11 am.,"[0.7, 0.6, 0.8, 0.75, 0.5]","[0.65, 0.75, 0.7, 0.8, 0.4]"
279,Can you give me the name of the movie you want to watch and your location?,I would like to see The Curse of La Llorona in Newark please.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'location': 'Newark', 'movie_name': 'The Curse of La Llorona'}",Hello! How can I assist you today in finding showtimes for The Curse of La Llorona in Newark?,Hi there! I'm excited to catch The Curse of La Llorona in Newark. Can you help me with the showtimes?,"[0.8, 0.9, 0.7, 0.6, 0.5]","[0.7, 0.6, 0.8, 0.7, 0.4]"
280,Could I further assist you then?,Could you help me search for a bus traveling there too?,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'to_location': '[CLS]'}",Welcome! How can I assist you in finding a bus to your destination?,I need to find a bus to [CLS] as soon as possible.,"[0.8, 0.6, 0.5, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.4]"
281,And how long do you need it till?,Only till the 13th of March.,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'dropoff_date': '13th of March'}",Hello! How may I assist you today in finding available rental cars for the 13th of March?,Hi there! I'm looking for rental cars on the 13th of March. Can you help me with that?,"[0.8, 0.7, 0.6, 0.85, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.55]"
282,"There are 3 Dermatologist in Milpitas. For example Dr. Hoang M. Duong, MD","Yes, it's ok for me","Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Dr . Hoang M . Duong , MD'}",Welcome! How can I assist you today in finding a healthcare provider?,"I am looking for a doctor named Dr. Hoang M. Duong, MD.","[0.8, 0.6, 0.7, 0.8, 0.4]","[0.7, 0.6, 0.6, 0.75, 0.5]"
283,"Sure, you can contact them at 602-716-2000.","Sure, that is all I need for now, thank you!","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Hello! How can I assist you today in finding attractions for your travel?,Hi there! I'm looking for some recommendations on attractions to visit during my trip.,"[0.8, 0.7, 0.6, 0.65, 0.4]","[0.75, 0.65, 0.7, 0.75, 0.45]"
284,,I want to check my calendar for events for Friday next week.,"Service name: Calendar_1
Active intent: GetEvents
Requested slots: 
Slot values: {'event_date': 'Friday next week'}",Hello! How can I assist you with your events on Friday next week?,I need help organizing my schedule for Friday next week.,"[0.8, 0.85, 0.75, 0.7, 0.6]","[0.75, 0.8, 0.7, 0.8, 0.65]"
285,I found Sick Love by Red Hot Chili Peppers from the album The Getaway.,Can you find some songs from Rihanna from the album Unapologetic?,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'album': 'Unapologetic', 'artist': 'Rihanna'}",Hello! How can I assist you today?,I'm looking for a song from Rihanna's album Unapologetic.,"[0.8, 0.6, 0.75, 0.7, 0.45]","[0.6, 0.4, 0.7, 0.65, 0.5]"
286,"Okay, so I am getting 2 tickets to the event tomorrow. Is that right?","Yes, that's fine. What time does it start?","Service name: Events_2
Active intent: BuyEventTickets
Requested slots: time
Slot values: {}",Hello! How can I assist you today in purchasing event tickets?,I'm looking to buy tickets for an event. Can you help me with that?,"[1.0, 0.0, 0.5, 0.5, 0.0]","[0.8, 0.3, 0.6, 0.7, 0.2]"
287,What date would you like to begin travel and are you returning on MArch 13th?,"I would like to leave on the 1st of this month and return on the 14th of this month,","Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': '1st of this month', 'return_date': '14th of this month'}",Hello! How may I assist you today with your flight booking?,I'm looking to book a roundtrip flight for the 1st to the 14th of this month.,"[0.7, 0.6, 0.8, 0.75, 0.5]","[0.65, 0.7, 0.85, 0.8, 0.4]"
288,,"Hi, I'd like to book a hotel reservation for next Wednesday at Doubletree by Hilton Hotel San Diego - Del Mar.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'next Wednesday', 'hotel_name': 'Doubletree by Hilton Hotel San Diego - Del Mar'}",Welcome! How can I assist you today with your hotel reservation at Doubletree by Hilton Hotel San Diego - Del Mar for next Wednesday?,I'd like to make a reservation for next Wednesday at Doubletree by Hilton Hotel San Diego - Del Mar.,"[0.6, 0.8, 0.7, 0.75, 0.4]","[0.7, 0.5, 0.6, 0.7, 0.3]"
289,check in march 3rd and check out march 4th,yes that is good,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Welcome! How may I assist you with your hotel reservation today?,I'm looking to book a room for two nights. Do you have any availability?,"[0.7, 0.8, 0.6, 0.65, 0.45]","[0.75, 0.7, 0.55, 0.6, 0.5]"
290,Absolutely! Where are you going?,I'm going to NYC.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'to_location': 'NYC'}",Hello! How can I assist you today in finding a bus to NYC?,I'm looking to find a bus to NYC. Can you help me with that?,"[0.7, 0.8, 0.6, 0.75, 0.4]","[0.6, 0.7, 0.65, 0.8, 0.5]"
291,Where are you looking and how many bedrooms?,Look for a 1 bedroom in San Leandro.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '1', 'area': 'San Leandro'}",Hello! How can I assist you today in finding an apartment with 1 bedroom in San Leandro?,Hi! I'm looking for a cozy apartment with a nice view. I love exploring new places and experiencing different cultures.,"[1.0, 0.6, 0.8, 0.7, 0.4]","[0.9, 0.4, 0.7, 0.8, 0.3]"
292,There's 1 flight that suits your preference. It's a Delta Airlines flight with an outbound flight that departs at 4:40 pm and a return flight that leaves at 7:40 pm. It is $63 per ticket.,And what airport is the arrival at?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: destination_airport
Slot values: {}",Welcome! How can I assist you today with your flight search?,Hi there! I'm looking to book a roundtrip flight. Can you help me find some options?,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.75, 0.6, 0.7, 0.8, 0.45]"
293,"These three would be playing - Breakthrough, Dr. Strangelove and Fighting with My Family.",I've been wanting to see Dr. Strangelove - perfect. Bye for now.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'Dr . Strangelove'}",Welcome! How can I assist you today with finding information about the movie 'Dr. Strangelove'?,I'm excited to learn more about 'Dr. Strangelove'! It's a movie that sparks my imagination and curiosity.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.0, 0.4, 0.6, 0.0]"
294,How many days will you stay there?,I will be staying for four days.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_days': 'four'}",Welcome to our hotel reservation service. How many days would you like to book your stay for?,"I would like to book a room for four days, please.","[0.5, 0.4, 0.6, 0.7, 0.3]","[0.6, 0.7, 0.5, 0.6, 0.4]"
295,You'd like to reserve 1 room at Palihotel Melrose in Los Angeles on for a stay beginning on March 11th and leaving on March 14th. Is that correct?,"Yes, that's correct. Can you tell me the contact number and where it is located?","Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: phone_number, street_address
Slot values: {}",Hello! How can I assist you today in making a hotel reservation?,I would like to reserve a room at your hotel. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.75, 0.65, 0.55, 0.8, 0.45]"
296,,Will you find round trip flights?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Welcome! How can I assist you with your flight search today?,I'm looking to book a roundtrip flight for my upcoming vacation.,"[0.8, 0.6, 0.7, 0.75, 0.45]","[0.85, 0.7, 0.65, 0.8, 0.4]"
297,"Dumbo, Hellboy or The Poseidon Adventure?",Any other movies?,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {}",Hello! How can I assist you today in finding movies to watch?,I'm looking for some movie recommendations. I love exploring new genres and trying out different kinds of films.,"[0.8, 0.7, 0.6, 0.65, 0.4]","[0.85, 0.4, 0.75, 0.6, 0.5]"
298,,I am interested in finding a salon.,"Service name: Services_1
Active intent: FindProvider
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I'm looking for a service provider in your company.,"[0.7, 0.8, 0.6, 0.75, 0.45]","[0.6, 0.75, 0.65, 0.8, 0.4]"
299,How about another one bus which leaves at 8:30 am for the flexible ticket cost $41?,From which station this bus will leave?,"Service name: Buses_2
Active intent: FindBus
Requested slots: origin_station_name
Slot values: {}",Welcome! How can I assist you today?,I'm looking for bus schedules from the origin_station_name.,"[0.8, 0.6, 0.7, 0.75, 0.5]","[0.7, 0.6, 0.6, 0.8, 0.4]"
300,I have found one show of the movie at 1 pm in Edwards Fairfield 16 & IMAX.,Seems nice. Can you try to book a table at the restaurant I liked before? I need the reservation for one person.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '1', 'date': '[CLS]'}",Welcome! How may I assist you with your reservation today?,"I'd like to make a reservation for one on the 15th, please.","[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.8, 0.45, 0.8, 0.6]"
301,"Want want to cast the song Alone With You on TV, right?",That is right. What genre is it and what year was it released?,"Service name: Music_1
Active intent: PlaySong
Requested slots: genre, year
Slot values: {'playback_device': 'TV'}",Hello! How can I assist you with music today?,I would like to listen to some classic rock music from the 70s on my TV.,"[0.7, 0.8, 0.6, 0.75, 0.5]","[0.8, 0.6, 0.7, 0.8, 0.4]"
