id,system,user,intent,new_system,new_user,system_bf,user_bf
253,Your booking is complete.,What is their location and do they have live bands?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: has_live_music, street_address
Slot values: {}",Your booking is complete.,Where are you located? And do you host live bands?,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]"
254,"What is the departure city and the arrival city, and for what date?","I will be going to Seattle, WA and I want to leave next Wednesday.","Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'departure_date': 'next Wednesday', 'destination_city': 'Seattle , WA'}","What is the departure city and the arrival city, and for what date?","I will be traveling to Seattle, WA, and I want to depart next Wednesday.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]"
255,There are 10 hotels that match. Ac Hotel By Marriott Beverly Hills is a nice 1 star hotel.,"Nice, that'll work. Now let's book some tickets for the game we talked about.","Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'city': '[CLS]', 'date': '[CLS]', 'event_name': '[CLS]'}",There are 10 hotels that match. Ac Hotel By Marriott Beverly Hills is a nice 1 star hotel.,Great choice! Let's go ahead and secure tickets for the game we discussed earlier.,"[0.6, 0.8, 0.4, 0.5, 0.3]","[0.8, 0.6, 0.7, 0.8, 0.2]"
256,Sure. You want the car on March 6th? And what specific time?,At six in the evening on the 8th of this month.,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_date': '8th of this month', 'pickup_time': 'six in the evening'}",Sure. You want the car on March 6th? And what specific time?,At six in the evening on the 8th of this month.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.5, 0.6, 0.4]"
257,Do you need anything else?,"No, thank you.","Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}",Do you need anything else?,"No, thank you.","[0.7, 0.8, 0.4, 0.6, 0.3]","[0.4, 0.6, 0.3, 0.7, 0.2]"
258,,"Hello, could you help me search for a doctor?","Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {}","Hello, how can I assist you today? Are you looking for a specific type of doctor or any preferences?","Hello, could you help me search for a doctor?","[0.8, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.4, 0.2, 0.5, 0.2]"
259,Would you like me to make a reservation for you?,"Yes, please.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Would you like me to make a reservation for you?,"Yes, please.","[0.8, 0.9, 0.6, 0.7, 0.4]","[0.6, 0.5, 0.4, 0.6, 0.3]"
260,Anything else you wish to know about?,"Nope, thanks.","Service name: Hotels_3
Active intent: 
Requested slots: 
Slot values: {}",Anything else you wish to know about?,"Nope, thanks.","[0.5, 0.75, 0.25, 0.5, 0.25]","[0.25, 0.25, 0.25, 0.25, 0.75]"
261,There are no other fight movies playing. Anything else I can help with?,Search for comedy movies.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'genre': 'comedy'}",There are no other fight movies playing. Anything else I can help with?,Search for comedy movies.,"[0.7, 0.5, 0.3, 0.4, 0.6]","[0.8, 0.3, 0.6, 0.7, 0.2]"
262,The reservation has been made. It is $210.,Thank you. I want to find some attractions.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",The reservation has been made. It is $210.,Thank you. I want to find some attractions.,"[0.8, 0.9, 0.4, 0.7, 0.2]","[0.7, 0.4, 0.6, 0.8, 0.3]"
263,When are you leaving?,I'd like to leave on the 4th of this month.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_date': '4th of this month'}",When are you planning to leave?,I aim to depart on the 4th of this month.,"[0.5, 0.8, 0.2, 0.6, 0.4]","[0.7, 0.6, 0.4, 0.7, 0.3]"
264,I found 1 showtime at 7 pm in Landmark's California Theatre.,Perfect. Will you add Movie show at Shattuck Avenue at 7 pm to my calendar?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_time': '7 pm'}",I found 1 showtime at 7 pm in Landmark's California Theatre.,Perfect. Will you add Movie show at Shattuck Avenue at 7 pm to my calendar?,"[0.5, 0.8, 0.2, 0.7, 0.3]","[0.6, 0.6, 0.6, 0.8, 0.4]"
265,"To confirm: You'd like 2 tickets to The Drums on March 13th in Phoenix, correct?","Yes, that is correct. What's the address of the venue, and what time does the show start?","Service name: Events_2
Active intent: BuyEventTickets
Requested slots: time, venue_address
Slot values: {}","To confirm: You'd like 2 tickets to The Drums on March 13th in Phoenix, correct?","Yes, that is correct. What's the address of the venue, and what time does the show start?","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.6, 0.6, 0.8, 0.4]"
266,Where are you leaving from? Do you have a goal city?,"Sure, I'm leaving from Portland, OR and going to Seattle, WA.","Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'destination_city': 'Seattle , WA', 'origin_city': 'Portland , OR'}",Where are you departing from? And what's your destination city?,"I'm starting my journey from Portland, Oregon and heading to Seattle, Washington.","[0.7, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.7, 0.5, 0.7, 0.4]"
267,It is a Fantasy movie.,Sounds good. Can you find me a cab to get there for a group of four people?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_time': '[CLS]'}",It is a Fantasy movie.,Sounds good. Can you find me a cab to get there for a group of four people?,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.6, 0.4]"
268,I found a bus that leaves at 7:30 am. It costs $67 for an economy ticket. Is that okay?,Can you find a bus that leaves on the 1st of this month instead? I'm fine with any type of ticket.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'fare_type': 'dontcare', 'departure_date': '1st of this month'}",I found a bus that leaves at 7:30 am. It costs $67 for an economy ticket. Is that okay?,Can you find a bus that leaves on the 1st of this month instead? I'm fine with any type of ticket.,"[0.6, 0.8, 0.4, 0.6, 0.3]","[0.7, 0.7, 0.5, 0.8, 0.2]"
269,What about Bay Area Retina Associates in Oakland for an ophthalmologist?,"Yes, that will work.","Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Bay Area Retina Associates'}",What about Bay Area Retina Associates in Oakland for an ophthalmologist?,"Yes, that will work.","[0.5, 0.8, 0.2, 0.5, 0.3]","[0.5, 0.2, 0.4, 0.7, 0.2]"
270,"If you like Southwest Airlines, there is a flight leaving 2:35 pm and returning at 12:05 pm for $265.",Can you tell me the airport of origin and the destination?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: destination_airport, origin_airport
Slot values: {}","If you like Southwest Airlines, there is a flight leaving 2:35 pm and returning at 12:05 pm for $265.",Can you tell me the airport of origin and the destination?,"[0.5, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.5, 0.8, 0.3]"
271,"No, they are moderate priced.","I see, could you help me play Sex Metal Barbie in the album In This Moment on the speaker in the kitchen please?","Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {'playback_device': 'Kitchen speaker', 'artist': 'In This Moment', 'song_name': 'Sex Metal Barbie'}","No, they are moderate priced.","I see, could you help me play Sex Metal Barbie in the album In This Moment on the speaker in the kitchen please?","[0.5, 0.6, 0.4, 0.3, 0.7]","[0.7, 0.4, 0.6, 0.7, 0.3]"
272,"Just to confirm, you want me to play Written In Sand out of the bedroom speaker. Is this correct?",Yeah. Sounds good to me.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {}","Just to confirm, you want me to play Written In Sand out of the bedroom speaker. Is this correct?",Yeah. Sounds good to me.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.2, 0.6, 0.4, 0.8]"
273,Where is your destination?,I want to go to Chicago with three people.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'passengers': '3', 'destination_city': 'Chicago'}",Where would you like to explore today?,I want to travel to Chicago with three friends to experience the art scene.,"[0.8, 0.6, 0.4, 0.7, 0.2]","[0.8, 0.6, 0.6, 0.7, 0.3]"
274,"How about a Delta Airlines flight leaving at 9:15 am, with 1 stop. It costs $344.",Are there any other flights?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}","How about a Delta Airlines flight leaving at 9:15 am, with 1 stop. It costs $344.",Can you please show me other available flight options?,"[0.7, 0.8, 0.6, 0.5, 0.4]","[0.8, 0.5, 0.6, 0.7, 0.3]"
275,"There is a nice house located at 1 Washington Circle Northwest, Washington, District of Columbia 20037, United States. It has a rating of 4.3.",That house is a great choice.,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {}","There is a lovely house located at 1 Washington Circle Northwest, Washington, District of Columbia 20037, United States. It has a rating of 4.3.",That house is indeed an excellent choice.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.2]"
276,"What do you consider to be fun? Music, sports or maybe something else?",I am interested in attending a concert.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}","What do you consider to be fun? Music, sports or maybe something else?",I am interested in attending a concert.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.6, 0.8, 0.2]"
277,Is there anything else?,"No, you have been very kind.","Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}",Is there anything else?,"No, you have been very kind.","[0.4, 0.6, 0.2, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.8, 0.2]"
278,What is the time that works for you?,Is there an appointment available at 11 am?,"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '11 am'}",What time works best for you?,Is there an appointment available at 11 am?,"[0.8, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.4, 0.4, 0.6, 0.6]"
279,Can you give me the name of the movie you want to watch and your location?,I would like to see The Curse of La Llorona in Newark please.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'location': 'Newark', 'movie_name': 'The Curse of La Llorona'}",Can you recommend a movie that challenges traditional storytelling norms? And may I know the location you prefer to watch it at?,I am interested in The Curse of La Llorona. Newark is the perfect location for me.,"[0.8, 0.7, 0.6, 0.6, 0.4]","[0.7, 0.6, 0.5, 0.6, 0.4]"
280,Could I further assist you then?,Could you help me search for a bus traveling there too?,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'to_location': '[CLS]'}",Could I further assist you then?,Could you help me search for a bus traveling there too?,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.6, 0.4, 0.5, 0.7, 0.3]"
281,And how long do you need it till?,Only till the 13th of March.,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'dropoff_date': '13th of March'}",And how long do you need it till?,Only till the 13th of March.,"[0.6, 0.8, 0.2, 0.4, 0.5]","[0.8, 0.6, 0.4, 0.6, 0.3]"
282,"There are 3 Dermatologist in Milpitas. For example Dr. Hoang M. Duong, MD","Yes, it's ok for me","Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Dr . Hoang M . Duong , MD'}","There are 3 Dermatologist in Milpitas. For example Dr. Hoang M. Duong, MD","Yes, it's ok for me","[0.4, 0.6, 0.2, 0.6, 0.3]","[0.3, 0.3, 0.4, 0.6, 0.2]"
283,"Sure, you can contact them at 602-716-2000.","Sure, that is all I need for now, thank you!","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","Sure, you can contact them at 602-716-2000.","Sure, that is all I need for now, thank you!","[0.5, 0.8, 0.2, 0.7, 0.3]","[0.6, 0.6, 0.4, 0.8, 0.2]"
284,,I want to check my calendar for events for Friday next week.,"Service name: Calendar_1
Active intent: GetEvents
Requested slots: 
Slot values: {'event_date': 'Friday next week'}",The system responds to the user's request.,I am curious about what's on my schedule for next Friday. I like to plan ahead.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.6, 0.4, 0.6, 0.2]"
285,I found Sick Love by Red Hot Chili Peppers from the album The Getaway.,Can you find some songs from Rihanna from the album Unapologetic?,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'album': 'Unapologetic', 'artist': 'Rihanna'}",I found Sick Love by Red Hot Chili Peppers from the album The Getaway.,Can you find some songs from Rihanna from the album Unapologetic?,"[0.5, 0.8, 0.3, 0.6, 0.2]","[0.6, 0.4, 0.7, 0.8, 0.1]"
286,"Okay, so I am getting 2 tickets to the event tomorrow. Is that right?","Yes, that's fine. What time does it start?","Service name: Events_2
Active intent: BuyEventTickets
Requested slots: time
Slot values: {}","Okay, so I am getting 2 tickets to the event tomorrow. Is that right?","Yes, that's fine. What time does it start?","[0.5, 0.6, 0.4, 0.4, 0.5]","[0.6, 0.5, 0.5, 0.6, 0.4]"
287,What date would you like to begin travel and are you returning on MArch 13th?,"I would like to leave on the 1st of this month and return on the 14th of this month,","Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': '1st of this month', 'return_date': '14th of this month'}",What date would you like to begin travel and are you returning on March 13th?,I would like to leave on the 1st of this month and return on the 14th of this month.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.8, 0.4, 0.8, 0.2]"
288,,"Hi, I'd like to book a hotel reservation for next Wednesday at Doubletree by Hilton Hotel San Diego - Del Mar.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'next Wednesday', 'hotel_name': 'Doubletree by Hilton Hotel San Diego - Del Mar'}",The user expresses a straightforward request for booking a hotel reservation.,"Hi, I'd like to book a hotel reservation for next Wednesday at Doubletree by Hilton Hotel San Diego - Del Mar.","[0.5, 0.6, 0.4, 0.3, 0.5]","[0.6, 0.7, 0.4, 0.5, 0.4]"
289,check in march 3rd and check out march 4th,yes that is good,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Check-in on March 3rd and check-out on March 4th.,"Yes, that works for me.","[0.8, 0.9, 0.3, 0.7, 0.2]","[0.6, 0.4, 0.5, 0.8, 0.4]"
290,Absolutely! Where are you going?,I'm going to NYC.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'to_location': 'NYC'}",Absolutely! Where are you going?,I'm going to NYC.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.5, 0.3, 0.6, 0.4, 0.4]"
291,Where are you looking and how many bedrooms?,Look for a 1 bedroom in San Leandro.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '1', 'area': 'San Leandro'}",Where are you looking and how many bedrooms?,I'm searching for a 1 bedroom apartment in San Leandro.,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.4, 0.4, 0.6, 0.3]"
292,There's 1 flight that suits your preference. It's a Delta Airlines flight with an outbound flight that departs at 4:40 pm and a return flight that leaves at 7:40 pm. It is $63 per ticket.,And what airport is the arrival at?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: destination_airport
Slot values: {}",There's 1 flight that suits your preference. It's a Delta Airlines flight with an outbound flight that departs at 4:40 pm and a return flight that leaves at 7:40 pm. It is $63 per ticket.,And what airport is the arrival at?,"[0.2, 0.8, 0.4, 0.6, 0.3]","[0.7, 0.4, 0.3, 0.7, 0.2]"
