id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
320,Event Doctor appointment added on March 2nd at 1580 Valencia Street #508 at 12 pm.,"Yes, that is perfect.","Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {}",Doctor appointment added on March 2nd at 1580 Valencia Street #508 at 12 pm.,"Yes, that is absolutely perfect for me!","[0.8, 0.9, 0.2, 0.7, 0.3]","[0.7, 0.6, 0.8, 0.8, 0.4]","[0.1574808806180954, 0.23916876316070557, 0.18803560733795166, 0.18917497992515564, 0.22613975405693054]","[0.1639588475227356, 0.24047790467739105, 0.20090992748737335, 0.18822668492794037, 0.2064267247915268]","[0.6425191193819046, 0.6608312368392945, 0.011964392662048351, 0.5108250200748443, 0.07386024594306945]","[0.5360411524772644, 0.3595220953226089, 0.5990900725126267, 0.6117733150720597, 0.19357327520847323]"
321,How many do you need?,Just 1 ticket,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '1'}",How many tickets would you like?,Just 1 ticket,"[0.4, 0.8, 0.2, 0.6, 0.3]","[0.3, 0.4, 0.4, 0.5, 0.2]","[0.17580683529376984, 0.24225719273090363, 0.17791268229484558, 0.18836049735546112, 0.21566283702850342]","[0.1547640562057495, 0.21603046357631683, 0.21120649576187134, 0.1732368767261505, 0.2447620928287506]","[0.22419316470623019, 0.5577428072690964, 0.02208731770515443, 0.41163950264453886, 0.08433716297149657]","[0.14523594379425048, 0.1839695364236832, 0.18879350423812868, 0.3267631232738495, -0.0447620928287506]"
322,Your booking is done. The venue is the Teragram Ballroom and starts at 6:30 pm,"Ok, thaks. Now get me economy tickets from san Fran on Tuesday next week","Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'passengers': '1', 'seating_class': 'Economy', 'departure_date': 'Tuesday next week', 'destination': '[CLS]', 'origin': 'san Fran'}",Your booking is confirmed. The event will take place at the Teragram Ballroom starting at 6:30 pm.,"Sure, thank you. Please arrange economy tickets for me from San Francisco on Tuesday next week.","[0.8, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.6, 0.6, 0.8, 0.4]","[0.14970293641090393, 0.24134545028209686, 0.19462904334068298, 0.18671666085720062, 0.22760595381259918]","[0.15916317701339722, 0.24033041298389435, 0.19897472858428955, 0.1886228770017624, 0.2129087597131729]","[0.6502970635890961, 0.5586545497179032, 0.20537095665931704, 0.41328333914279936, -0.02760595381259917]","[0.44083682298660276, 0.35966958701610563, 0.4010252714157104, 0.6113771229982377, 0.1870912402868271]"
323,Please confirm that you want to book a table at Platano in Berkeley at 12:15 pm for 2 people on March 1st.,Yes that works. Is there live music?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: has_live_music
Slot values: {'party_size': '2', 'date': 'March 1st'}",Please confirm that you want to book a table at Platano in Berkeley at 12:15 pm for 2 people on March 1st.,Yes that works. Is there live music?,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.2]","[0.15624968707561493, 0.24311625957489014, 0.1975337117910385, 0.18114043772220612, 0.2219599485397339]","[0.16259485483169556, 0.24772588908672333, 0.18816767632961273, 0.17761453986167908, 0.2238970398902893]","[0.6437503129243851, 0.35688374042510984, 0.2024662882089615, 0.41885956227779386, -0.021959948539733876]","[0.4374051451683044, 0.1522741109132767, 0.41183232367038725, 0.622385460138321, -0.023897039890289296]"
324,I was able to contact a transportation company and your cab is on the way.,"I would like to get something to eat as well, preferably some kind of costly, Asian food.","Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}",I was able to contact a transportation company and your cab is on the way.,"I would like to get something to eat as well, preferably some kind of costly, Asian food.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.2, 0.6, 0.4, 0.6]","[0.16416989266872406, 0.23397581279277802, 0.1851683109998703, 0.1818789690732956, 0.23480689525604248]","[0.16123013198375702, 0.2536022961139679, 0.18427065014839172, 0.1878872960805893, 0.21300959587097168]","[0.4358301073312759, 0.566024187207222, 0.21483168900012972, 0.4181210309267044, -0.03480689525604247]","[0.638769868016243, -0.053602296113967884, 0.41572934985160825, 0.21211270391941073, 0.3869904041290283]"
325,What time do you want it and what kind of car?,I want a spacious car for pickup around afternoon 12:30 pm,"Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {'car_type': 'Full-size', 'pickup_time': 'afternoon 12 : 30'}",What time would you prefer for the pickup and what type of vehicle are you interested in?,I'd like a spacious car for pickup around 12:30 pm,"[0.8, 0.6, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.5, 0.7, 0.3]","[0.17307601869106293, 0.2401811182498932, 0.18880203366279602, 0.18298369646072388, 0.2149571180343628]","[0.16037054359912872, 0.2415401190519333, 0.1998993456363678, 0.18027779459953308, 0.21791218221187592]","[0.6269239813089371, 0.3598188817501068, 0.41119796633720396, 0.5170163035392761, 0.18504288196563723]","[0.5396294564008712, 0.3584598809480667, 0.3001006543636322, 0.5197222054004669, 0.08208781778812407]"
326,"Yes, let me know your current location to search accordingly.",Search it in Vallejo.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'location': 'Vallejo'}","Yes, let me know your current location to search accordingly.",Search it in Vallejo.,"[0.8, 0.9, 0.4, 0.7, 0.2]","[0.6, 0.3, 0.5, 0.8, 0.4]","[0.15735866129398346, 0.24877023696899414, 0.19620980322360992, 0.1953602433204651, 0.20230109989643097]","[0.17881187796592712, 0.22575464844703674, 0.1759364753961563, 0.18095198273658752, 0.2385449856519699]","[0.6426413387060166, 0.6512297630310059, 0.2037901967763901, 0.5046397566795349, -0.002301099896430958]","[0.42118812203407285, 0.07424535155296325, 0.3240635246038437, 0.6190480172634125, 0.1614550143480301]"
327,Your seats are booked.,Where does that get in? Where's it leave from?,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: destination_station_name, origin_station_name
Slot values: {}",Your seats are booked.,Where does that get in? Where's it leave from?,"[0.8, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.5, 0.4, 0.7]","[0.1737021803855896, 0.233923077583313, 0.18879899382591248, 0.17720739543437958, 0.22636830806732178]","[0.15333712100982666, 0.24715077877044678, 0.18376879394054413, 0.18376170098781586, 0.23198151588439941]","[0.6262978196144104, 0.46607692241668697, 0.21120100617408755, 0.4227926045656204, 0.07363169193267821]","[0.4466628789901733, 0.15284922122955324, 0.31623120605945587, 0.21623829901218417, 0.46801848411560054]"
328,,Will you reserve tickets to Matt Corby around San Francisco on 13th of this month?,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'city_of_event': 'San Francisco', 'date': '13th of this month', 'event_name': 'Matt Corby'}",Will you reserve tickets to Matt Corby around San Francisco on 13th of this month?,"Sure, I'd love to reserve tickets for the Matt Corby concert in San Francisco on the 13th of this month!","[0.4, 0.6, 0.2, 0.4, 0.8]","[0.8, 0.4, 0.8, 0.8, 0.2]","[0.1538160890340805, 0.24664397537708282, 0.18799462914466858, 0.18162521719932556, 0.22992008924484253]","[0.15661732852458954, 0.23625755310058594, 0.2002324014902115, 0.18676361441612244, 0.2201291173696518]","[0.24618391096591952, 0.35335602462291715, 0.012005370855331432, 0.21837478280067446, 0.5700799107551575]","[0.6433826714754105, 0.16374244689941408, 0.5997675985097886, 0.6132363855838776, -0.020129117369651783]"
329,Please confirm: Getting a cab for 1 person to go to Murray Circle Restaurant.,That is correct. What is the price?,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: ride_fare
Slot values: {}",Please confirm: Getting a cab for 1 person to go to Murray Circle Restaurant.,That is correct. What is the price?,"[0.5, 0.8, 0.3, 0.6, 0.2]","[0.4, 0.6, 0.4, 0.5, 0.3]","[0.16642020642757416, 0.24565847218036652, 0.18687783181667328, 0.18996798992156982, 0.2110755294561386]","[0.16868562996387482, 0.22558040916919708, 0.19368043541908264, 0.1803794652223587, 0.23167407512664795]","[0.33357979357242584, 0.5543415278196335, 0.11312216818332671, 0.41003201007843015, -0.0110755294561386]","[0.2313143700361252, 0.3744195908308029, 0.20631956458091738, 0.3196205347776413, 0.06832592487335204]"
330,I found 1 at Union Station that you may pick up on March 13th. It is a standard Ford Fusion.,I am not really into Ford cars. Can you find me another one that I may pick up at 11 am?,"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_time': '11 am'}",I found 1 at Union Station that you may pick up on March 13th. It is a standard Ford Fusion.,I am not really into Ford cars. Can you find me another one that I may pick up at 11 am?,"[0.8, 0.6, 0.2, 0.5, 0.4]","[0.4, 0.6, 0.6, 0.3, 0.3]","[0.1533096730709076, 0.2467055320739746, 0.18817181885242462, 0.17821118235588074, 0.23360185325145721]","[0.1547980010509491, 0.2489512860774994, 0.18417955935001373, 0.19103513658046722, 0.22103601694107056]","[0.6466903269290925, 0.35329446792602537, 0.01182818114757539, 0.32178881764411926, 0.1663981467485428]","[0.24520199894905093, 0.3510487139225006, 0.41582044064998624, 0.10896486341953276, 0.07896398305892943]"
331,There are 10 options for you. One is Blueface at The Fillmore Philadelphia.,Sounds just right that's all man.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': 'Blueface'}",There are 10 options for you. One is Blueface at The Fillmore Philadelphia.,Sounds just right that's all man.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.2, 0.6, 0.4, 0.8]","[0.1644192636013031, 0.2393534779548645, 0.18367838859558105, 0.1784483790397644, 0.23410047590732574]","[0.15378789603710175, 0.25152987241744995, 0.1909826099872589, 0.18810604512691498, 0.21559354662895203]","[0.4355807363986969, 0.5606465220451355, 0.21632161140441897, 0.4215516209602356, -0.034100475907325734]","[0.24621210396289828, -0.05152987241744994, 0.40901739001274107, 0.21189395487308504, 0.584406453371048]"
332,1512 Barber Shop in San Francisco will be nice.,"Get me the contact number and rating details, please.","Service name: Services_1
Active intent: FindProvider
Requested slots: average_rating, phone_number
Slot values: {}",1512 Barber Shop in San Francisco will be nice.,Could you please provide me with the contact number and ratings of the barber shop?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.6, 0.4, 0.6, 0.4]","[0.1551354080438614, 0.24030686914920807, 0.18998251855373383, 0.1911545842885971, 0.22342069447040558]","[0.15836787223815918, 0.23929405212402344, 0.18874789774417877, 0.18611489236354828, 0.22747525572776794]","[0.4448645919561386, 0.559693130850792, 0.2100174814462662, 0.40884541571140287, -0.023420694470405568]","[0.4416321277618408, 0.36070594787597654, 0.21125210225582125, 0.4138851076364517, 0.17252474427223208]"
333,"Kindly ensure that, on March 11th, 2 tickets have been booked ofr Starset at Los Angeles.",Yes. it is good for me.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}","Kindly ensure that, on March 11th, 2 tickets have been booked for Starset at Los Angeles.","Yes, it is good for me.","[0.5, 0.6, 0.4, 0.7, 0.3]","[0.3, 0.4, 0.6, 0.7, 0.2]","[0.1626015603542328, 0.24652071297168732, 0.19864729046821594, 0.18711096048355103, 0.20511943101882935]","[0.1662861704826355, 0.23679594695568085, 0.19872461259365082, 0.18404042720794678, 0.2141529619693756]","[0.3373984396457672, 0.35347928702831266, 0.20135270953178408, 0.5128890395164489, 0.09488056898117064]","[0.1337138295173645, 0.16320405304431918, 0.40127538740634916, 0.5159595727920532, -0.0141529619693756]"
334,,I'm looking for Hellboy show times. Can you search in Santa Rosa?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'location': 'Santa Rosa', 'movie_name': 'Hellboy'}","I'm sorry, but I couldn't find any show times for Hellboy in Santa Rosa. Would you like me to search for a different location?",I'm looking for Hellboy show times. Can you search in Santa Rosa?,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.6, 0.4]","[0.15226678550243378, 0.24521978199481964, 0.1918230801820755, 0.1916281133890152, 0.21906214952468872]","[0.16177061200141907, 0.2413807064294815, 0.1807660013437271, 0.18801096081733704, 0.22807177901268005]","[0.6477332144975663, 0.35478021800518034, 0.20817691981792452, 0.4083718866109848, -0.01906214952468871]","[0.4382293879985809, 0.15861929357051852, 0.2192339986562729, 0.41198903918266294, 0.17192822098731997]"
335,The address is 1 Blue Jays Way.,"That sounds good, I want to find dates for events.","Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'event_name': '[CLS]'}",The address is 1 Blue Jays Way.,"That sounds good, I want to find dates for events.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]","[0.1665889471769333, 0.2240910530090332, 0.1908828616142273, 0.1807316392660141, 0.2377055585384369]","[0.1509620100259781, 0.2510208189487457, 0.19671155512332916, 0.18166929483413696, 0.2196362465620041]","[0.4334110528230667, 0.5759089469909668, 0.20911713838577273, 0.5192683607339859, 0.0622944414615631]","[0.5490379899740219, 0.34897918105125425, 0.30328844487667084, 0.6183307051658631, 0.18036375343799593]"
336,"Ace Hotel Chicago, with rating 4.6",Do you have other proposals?,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {}","Ace Hotel Chicago, with rating 4.6",Do you have other proposals? How about exploring a unique boutique hotel with a vibrant artistic atmosphere or maybe trying out a cozy bed and breakfast for a more intimate experience?,"[0.8, 0.6, 0.4, 0.6, 0.3]","[0.8, 0.6, 0.8, 0.8, 0.4]","[0.1564430594444275, 0.2422138899564743, 0.1899455487728119, 0.18856222927570343, 0.22283527255058289]","[0.14771686494350433, 0.24746820330619812, 0.20367909967899323, 0.18182604014873505, 0.2193097472190857]","[0.6435569405555726, 0.3577861100435257, 0.21005445122718813, 0.41143777072429655, 0.0771647274494171]","[0.6522831350564957, 0.35253179669380186, 0.5963209003210068, 0.618173959851265, 0.18069025278091433]"
337,100 Greenwich Street seems pretty good and it is rated at 3.9.,That's the house I want and now I need a bus to get there.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'destination': '[CLS]'}",100 Greenwich Street seems pretty good and it is rated at 3.9.,That's the house I want and now I need a bus to get there.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.4, 0.4]","[0.16525888442993164, 0.23467284440994263, 0.1869097352027893, 0.17673972249031067, 0.2364187389612198]","[0.1606307178735733, 0.2377283275127411, 0.18663597106933594, 0.1798332780599594, 0.23517175018787384]","[0.6347411155700684, 0.36532715559005735, 0.21309026479721072, 0.4232602775096893, -0.036418738961219776]","[0.4393692821264267, 0.16227167248725893, 0.41336402893066404, 0.2201667219400406, 0.16482824981212618]"
338,"Unfortunately, that bus is full as well! How about a bus that leaves at 8:30 am with tickets that cost $24 each? And to answer your questions, the bus leaves the Intercity Terminal and reaches Port Authority Station.","Yeah, that bus would be great!","Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'departure_time': '8 : 30 am'}","Unfortunately, that bus is full as well! How about a bus that leaves at 8:30 am with tickets that cost $24 each? And to answer your questions, the bus leaves the Intercity Terminal and reaches Port Authority Station.","Yeah, that bus would be great!","[0.8, 0.6, 0.4, 0.2, 0.3]","[0.6, 0.4, 0.8, 0.6, 0.2]","[0.15809126198291779, 0.2563154399394989, 0.1915104240179062, 0.1801830530166626, 0.21389985084533691]","[0.18285532295703888, 0.24194902181625366, 0.18423518538475037, 0.18685667216777802, 0.2041037529706955]","[0.6419087380170823, 0.3436845600605011, 0.20848957598209383, 0.019816946983337413, 0.08610014915466307]","[0.4171446770429611, 0.15805097818374636, 0.6157648146152497, 0.41314332783222196, -0.0041037529706954845]"
